TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages
N00115,,,Evans 169; Wing M1022,Free,"Massachusetts.; Rawson, Edward, 1615-1693.",1672,"Several laws and orders made at the General Court, holden at Boston the 15th. of May 1672. And printed by their order. Edward Rawson secr.; Laws, etc. (Session laws : 1672 May)",,7
N00116,,,Evans 171; Wing N711,Free,New Plymouth Colony.,1672,"The book of the general laws of the inhabitants of the jurisdiction of of New Plymouth; collected out of the records of the General Court and lately revised, and with some emendations and additions, established and disposed into such order as they may readily conduce to general use and benefit, and published by the authority of the General Court for that jurisdiction, held at Plymouth, the sixth of June, anno Dom. 1671. ; [One line from I Peter]; Laws, etc.",,56
N00118,,,Evans 173; Wing C5881,Free,Connecticut.,1673,"The book of the general laws for the people within the jurisdiction of Conecticut: collected out of the records of the General Court. : Lately revised, and with some emendations and additions established and published by the authority of the General Court of Conecticut, holden at Hartford in October, 1672. : [Four lines from Romans]; Laws, etc.",,79
N00119,,,Evans 174; Wing D1784A,Free,"Dod, John, 1549?-1645.",1673,"Old Mr. Dod's sayings; or, A posie gathered out of Mr. Dod's garden. Collected by R.T.","Aphorisms and apothegms.; Conduct of life -- Quotations, maxims, etc. -- Early works to 1800.",13
N00121,,,Evans 176; Wing M990,Free,Massachusetts. Council.; Massachusetts. Lieutenant Governor (1671-1673 : Leverett).,1673,"Boston, March 22, 1672,3. The deputy governor and magistrates adjacent being assembled in Council, to consider of the late awful hand of God, consuming our castle by fire the one and twentieth of this instant ...",Fires -- Massachusetts -- Boston; Boston (Mass.) -- Defenses; Broadsides.,2
N00122,,,Evans 177; Wing M1022,Free,"Massachusetts.; Rawson, Edward, 1615-1693.; Massachusetts. Laws, etc. (Session laws : 1673).",1673,"Several laws and orders made at the General Court, the 8th. of October 1672. As also several laws and orders made at the General Courts, holden at Boston the 7th. of May and 15th. of October, 1673. And printed by their order. Edward Rawson secr.; Laws, etc. (Session laws : 1672 Oct.)",,7
N00123,,,Evans 178; Wing M1009,Free,Massachusetts.,1674,"Orders, made at a General Court held at Boston, January the 6th. 1673 [1674 New Style]. And printed by their order. Edward Rawson secret.; Laws, etc. (Session laws : 1674 Jan.)",,2
N00124,,,Evans 179; Wing M1261,Free,"Mather, Increase, 1639-1723.",1673,"Woe to drunkards. Two sermons testifying against the sin of drunkenness: wherein the wofulness of that evil, and the mystery of all that are addicted to it, is discovered from the word of God. / Preached by Increase Mather, teacher of a church in Boston in New England. ; [Ten lines of Scripture texts]",Temperance.; Sermons -- 1673.,39
N00125,,,Evans 180; Wing O21,Free,"Oaks, Urian, 1631-1681.; Sherman, John, 1613-1685.; Shepard, Thomas, 1635-1677.",1673,"New England pleaded with, and pressed to consider the things which concern her peace, at least in this her day: or, A seasonable and serious word of faithful advice to the churches and people of God (primarily those) in the Massachusetts colony; musingly to ponder, and bethink themselves, what is the tendency, and will certainly be the sad issue, of sundry unchristian and crooked ways, which too too many have been turning aside unto, if persisted and gone on in. Delivered in a sermon preached at Boston in New England, May. 7. 1673. Being the day of election there. / By Urian Oaks Pastor of the Church of Christ in Cambridge. ; [Eleven lines of Scripture texts]",Election sermons -- Massachusetts -- 1673.,70
N00126,,,Evans 181; Wing O837,Free,"Oxenbridge, John, 1609-1674.; Massachusetts. General Court.",1673,"New England freemen warned and warmed, to be free indeed, having an eye to God in their elections: in a sermon preached before the court of election at Boston, on the last day of May, 1671. / By J.O. Pastor of the First Church in Boston. ; Published by order of the General Court.",Election sermons -- Massachusetts -- 1671.,54
N00127,,,Evans 182; Wing S3111,Free,"Shepard, Thomas, 1635-1677.; Thacher, Thomas, 1620-1678.; Sherman, John, 1613-1685, licensor.; Oaks, Urian, 1631-1681.; Massachusetts. General Court.",1673,"Eye Salve, or A watchword from our Lord Jesus Christ unto his churches: especially those within the colony of the Massachusetts in New England to take heed of apostasy: or A treatise of remembrance of what God has been to us, as also what we ought, and what we ought not to be to him, as we desire the prolonging of our prosperous days in the land which the Lord our God has given us. By Thomas Shepard, teacher of the Church of Christ in Charlstown; who was appointed by the magistrates, to preach on the day of election at Boston, May 15. 1672. ; [Ten lines of Scripture texts]",Election sermons -- Massachusetts -- 1672.,57
N00128,,,Evans 183; Wing W279,Free,"Wakeman, Samuel, 1635-1692.",1673,"A young man's legacy to the rising generation: being a sermon preached upon the death, and at the desire of John Tappin of Boston; who deceased at Fairfield the 10th of October 1672. Being in the nineteenth year of his age. / By Samuel Wakeman, Pastor of the church of Christ there. ; [Seven lines from Ecclesiastes]","Tappin, John, 1654-1672.; Funeral sermons -- 1672.",45
N00129,,,Evans 184; Wing W2299,Free,"Willard, Samuel, 1640-1707.; Oaks, Urian, 1631-1681.; Shepard, Thomas, 1635-1677.",1673,Useful instructions for a professing people in times of great security and degeneracy: delivered in several sermons on solemn occasions: / by Mr. Samuel Willard Pastor of the Church of Christ at Groton. ; [Eight lines of Scripture texts],Repentance.; Sermons -- Collections.,81
N00130,,,Evans 185; Wing A3732,Free,"Arnold, Samuel, 1622-1693.",1674,"David serving his generation, or A discourse wherein is showed that the great care and endeavor of every Christian ought to be, that he may be serviceable unto God and to the present generation, delivered in a sermon preached to the General Court of the colony of New Plymouth in New England on the 3d. day of June 1674. Being the day of election there. / By Samuel Arnold teacher of the Church of Christ at Marshfield in New England. ; [Seven lines of scripture texts] ; Imprimatur John Oxenbridge. Increase Mather.",Christian life.; Election sermons -- New Plymouth Colony -- 1674.,22
N00131,,,Evans 186; Wing D176,Free,"Danforth, Samuel, 1626-1674.; Sherman, John, 1613-1685.; Oaks, Urian, 1631-1681.; Shepard, Thomas, 1635-1677.",1674,"The cry of Sodom enquired into; upon occasion of the arraignment and condemnation of Benjamin Goad, for his prodigious villainy. : Together with a solemn exhortation to tremble at Gods judgments, and to abandon youthful lusts. / By S.D. ; [Ten lines of Scripture texts]","Goad, Benjamin, d. 1674.; Lust.; Sodomy.; Bestiality (Law).; Criminals -- Massachusetts.; Crime -- Massachusetts.; Sodom (Extinct city).; Execution sermons -- 1674.",29
N00132,,,Evans 187; Wing F1065,Free,"Fitch, James, 1622-1702.; Whiting, John, 1635-1689.; Haines, Joseph, 1641-1679.; Connecticut. General Assembly.",1674,"An holy connection, or A true agreement between Jehovahs being a wall of fire to his people, and the glory in the midst thereof: or A word in season to stir up to a solemn acknowledgement of the gracious protection of God over his people; and especially to a holy care that the presence of God may yet be continued with us. As it was delivered in a sermon preached at Hartford on Conecticut [sic] in N.E. May 14. 1674. Being the day of election there: / by Mr. James Fitch Pastor of the Church of Christ in Norwich. ; [Eleven lines of Scripture texts]",Glory.; Election sermons -- Connecticut -- 1674.,25
N00135,,,Evans 190; Wing M1022,Free,"Massachusetts.; Rawson, Edward, 1615-1693.",1674,"Several laws and orders made at the General Court holden at Boston the twenty seventh of May 1674. And printed by their order, Edward Rawson secret.; Laws, etc. (Session laws : 1674 May)",,4
N00136,,,Evans 191; Wing M1022,Free,Massachusetts.,1674,"Several laws and orders made at the second sessions of the General Court held at Boston in New England the seventh of October 1674 and printed by their order Edward Rawson secr.; Laws, etc. (Session laws : 1674 Oct.)",,3
N00137,,,Evans 192; Wing M1196,Free,"Mather, Increase, 1639-1723.; Oaks, Urian, 1631-1681.; Second Church (Boston, Mass.).",1674,"The day of trouble is near. Two sermons wherein is showed, what are the signs of a day of trouble being near. And particularly, what reason there is for New England to expect a day of trouble. Also what is to be done, that we may escape these things which shall come to pass. Preached (the 11th day of the 12th month, 1673. Being a day of humiliation in one of the churches in Boston. / By Increase Mather, teacher of that church. ; [Seven lines of Scripture texts]",New England -- History.; Fast day sermons -- 1674 Feb. 11.,35
N00138,,,Evans 193; Wing M2524,Free,"Moodey, Joshua, 1633?-1697.; Ancient and Honorable Artillery Company of Massachusetts.",1674,"Soldiery spiritualized, or The Christian soldier orderly, and strenuously engaged in the spirirual war, and so fighting the good fight: represented in a sermon preached at Boston in New England on the day of the artillery election there, June 1. 1674. / By Joshua Moodey Pastor of the Church at Portsmouth in New England. ; [Five lines of Scripture texts]",Artillery election sermons -- 1674.,51
N00139,,,Evans 195; Wing O24,Free,"Oaks, Urian, 1631-1681.; Shepard, Thomas, 1635-1677.; Ancient and Honorable Artillery Company of Massachusetts.",1674,"The unconquerable, all-conquering, & more-then-conquering soldier: or, The successful war which a believer wageth with the enemies of his soul: as also the absolute and unparalleld victory that he obtains finally over them through the love of God in Jesus Christ, : as it was discoursed in a sermon preached at Boston in New England, on the day of the artillery-election there, June 3d. 1672. / By Urian Oaks Pastor of the Church of Christ in Cambridge. ; [Ten lines of Scripture texts]",Artillery election sermons -- 1672.,46
N00141,,,Evans 197; Wing T1916,Free,"Torrey, Samuel, 1632-1707.; Mather, Increase, 1639-1723.; Massachusetts. General Court.",1674,"An exhortation unto reformation, amplified, by a discourse concerning the parts and progress of that work, according to the word of God. Delivered in a sermon preached in the audience of the General Assembly of the Massachusetts Colony, at Boston in New England, May 27. 1674. Being the day of election there. / By Samuel Torrey, Pastor of the Church of Christ in Waymouth. ; [Nine lines of Scripture texts]",Repentance.; Election sermons -- Massachusetts -- 1674.,52
